site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	hfc134a	hfc134a_sd
alt	2008.85145	20081107	1507	329	2.2	55.58	0.44
alt	2008.86548	20081112	1822	-99	-99	56.12	0.31
alt	2008.90357	20081126	1656	321	1.1	55.95	0.65
alt	2008.92270	20081203	1702	321	1.1	55.62	0.24
alt	2008.96389	20081218	1851	236	1.5	56.34	0.11
alt	2008.98514	20081226	1327	202	7.8	56.21	0.63
alt	2008.99926	20081231	1730	178	2.7	56.27	0.17
alt	2009.04006	20090115	1456	16	1.1	56.87	0.10
alt	2009.07561	20090128	1423	101	0.9	57.19	0.37
alt	2009.09489	20090204	1512	197	2.2	55.95	0.65
alt	2009.11400	20090211	1436	179	1.2	56.15	0.17
alt	2009.13607	20090219	1601	219	3.2	55.71	0.23
alt	2009.15236	20090225	1441	230	11.6	55.26	0.25
alt	2009.17716	20090306	1556	-99	0	55.76	0.17
alt	2009.19612	20090313	1400	297	1.3	56.22	0.10
alt	2009.20990	20090318	1446	200	1.4	55.98	0.21
alt	2009.23172	20090326	1352	201	0.7	55.86	0.21
alt	2009.26734	20090408	1352	222	10.2	56.59	0.10
alt	2009.28971	20090416	1749	-99	0	56.77	0.08
alt	2009.30567	20090422	1341	136	1.5	56.46	0.15
alt	2009.33057	20090501	1549	94.4	1.3	56.78	0.22
alt	2009.34963	20090508	1448	273.1	1.6	57.03	0.39
alt	2009.36360	20090513	1708	153.7	4.2	56.67	0.04
alt	2009.38791	20090522	1406	16.1	6.2	57.28	0.21
alt	2009.40717	20090529	1447	47.5	1.5	57.51	0.01
alt	2009.42112	20090603	1702	95.9	1.4	57.75	0.23
alt	2009.44013	20090610	1532	224.3	6.4	57.48	0.10
alt	2009.46483	20090619	1555	353.2	8.7	57.15	0.20
alt	2009.48383	20090626	1422	327.4	1.8	57.17	0.10
alt	2009.49760	20090701	1458	329.6	11.5	56.70	0.03
alt	2009.51676	20090708	1448	169	5	57.47	0.32
alt	2009.54136	20090717	1419	38.2	1.3	57.16	0.28
alt	2009.55559	20090722	1856	354.6	0.6	57.56	0.38
alt	2009.57460	20090729	1731	332	2.9	58.11	0.04
alt	2009.59621	20090806	1448	190.9	7.3	58.92	0.01
alt	2010.32265	20100428	1825	206.3	5	61.05	0.07
alt	2010.34138	20100505	1427	197.5	12.3	61.44	0.05
alt	2010.36050	20100512	1359	168.6	3.5	61.79	0.05
alt	2010.37974	20100519	1433	331.4	10.8	61.78	0.02
alt	2010.39887	20100526	1407	342.2	2.3	61.92	0.20
alt	2010.41817	20100602	1512	71.1	0.2	61.89	0.09
alt	2010.43731	20100609	1451	233.8	2	61.89	0.14
alt	2010.45639	20100616	1359	67.9	0.8	61.88	0.05
alt	2010.47567	20100623	1451	88.2	0.7	62.57	0.13
alt	2010.49473	20100630	1351	49.2	1.2	61.75	0.02
alt	2010.51393	20100707	1400	14.8	2.9	62.29	0.09
alt	2010.53316	20100714	1431	72.3	2.8	62.15	0.23
alt	2010.55231	20100721	1415	83.4	1.6	62.14	0.02
alt	2010.57420	20100729	1357	214.1	7.4	62.87	0.04
alt	2010.59062	20100804	1351	203.3	10	62.80	0.26
alt	2010.60978	20100811	1340	83.2	2	63.85	0.09
alt	2010.63179	20100819	1429	62.9	1.5	63.19	0.21
alt	2010.64808	20100825	1311	308.9	1.2	63.45	0.01
alt	2010.67076	20100902	1954	27.3	1.2	64.39	0.09
alt	2010.68661	20100908	1442	343	3.54	64.17	0.10
alt	2010.70581	20100915	1452	228.4	1.4	64.45	0.05
alt	2010.72498	20100922	1451	81.1	1.3	65.08	0.12
alt	2010.74407	20100929	1405	203	4.9	64.94	0.23
alt	2010.76328	20101006	1420	278.5	0.7	65.28	0.06
alt	2010.78254	20101013	1504	312	1.2	65.57	0.01
alt	2010.80162	20101020	1409	271.3	1.9	66.21	0.06
alt	2010.82101	20101027	1605	203.3	0.9	65.80	0.04
alt	2010.84583	20101105	1728	196.1	3.9	65.75	0.03
alt	2010.85929	20101110	1522	73.2	0.7	66.08	0.08
alt	2010.91684	20101201	1533	307.8	0.7	66.71	0.05
alt	2010.93648	20101208	1934	187.6	1	66.69	0.21
alt	2010.95528	20101215	1615	217.6	7.8	66.86	0.11
alt	2010.97455	20101222	1704	0	10	66.37	0.20
alt	2010.99359	20101229	1551	243.2	1.4	67.19	0.01
alt	2011.01291	20110105	1708	200	10.4	67.23	0.02
alt	2011.03203	20110112	1636	0.2	0.5	67.36	0.24
alt	2011.05105	20110119	1513	267.3	4.4	66.82	0.08
alt	2011.07023	20110126	1511	194	6.4	66.95	0.20
alt	2011.08947	20110202	1547	50.1	0.3	68.27	0.03
alt	2011.10864	20110209	1539	226	1	67.16	0.02
alt	2011.13064	20110217	1622	339.4	0.4	67.01	0.03
alt	2011.14699	20110223	1536	95.4	0.3	67.00	0.18
alt	2011.16900	20110303	1624	148.2	1.2	67.68	0.10
alt	2011.18525	20110309	1448	261.4	2.7	66.96	0.22
alt	2011.20987	20110318	1427	261.4	2.7	67.08	0.14
alt	2011.22413	20110323	1925	246.6	11.4	66.92	0.13
alt	2011.24304	20110330	1704	165.3	0.3	67.91	0.27
alt	2011.26197	20110406	1449	192.4	2.2	66.95	0.05
alt	2011.28110	20110413	1428	2	1.2	67.23	0.06
alt	2011.30030	20110420	1437	279.2	2	67.12	0.14
alt	2011.31967	20110427	1616	270.8	2.3	67.00	0.04
alt	2011.33868	20110504	1448	178	0.6	67.87	0.25
alt	2011.35787	20110511	1454	198.7	1.1	67.25	0.02
alt	2011.37701	20110518	1439	323.5	1.1	67.25	0.15
alt	2011.39913	20110526	1623	256.4	2.7	67.35	0.05
alt	2011.41573	20110601	1748	223.6	1.5	67.57	0.25
alt	2011.43474	20110608	1619	82.9	2.7	67.78	0.03
alt	2011.45667	20110616	1628	56.4	1.3	67.61	0.11
alt	2011.47603	20110623	1800	88.2	4.7	67.83	0.16
alt	2011.49220	20110629	1541	307.9	2.3	67.84	0.23
alt	2011.62958	20110818	1908	278	0.6	68.55	0.28
alt	2011.67024	20110902	1518	204.6	4.9	68.81	0.04
alt	2011.70582	20110915	1501	304.7	2.6	69.56	0.24
alt	2011.72219	20110921	1421	187	10.5	69.99	0.31
alt	2011.74134	20110928	1409	195.2	6.1	69.93	0.08
alt	2011.76053	20111005	1415	210.1	16.6	70.22	0.04
alt	2011.77983	20111012	1518	310	1.2	70.56	0.59
alt	2011.80444	20111021	1454	110	3.6	70.83	0.08
alt	2011.81815	20111026	1501	-99	12.4	70.53	0.04
alt	2011.83719	20111102	1349	201.3	15.9	71.34	0.09
alt	2011.85673	20111109	1658	171.7	1.2	70.96	0.20
alt	2011.87841	20111117	1454	274.8	2.5	71.14	0.30
alt	2011.89772	20111124	1602	139.5	0.7	72.17	0.17
alt	2011.93344	20111207	1657	255.1	0.3	72.48	0.17
alt	2011.95787	20111216	1456	196.2	1.1	72.54	0.37
alt	2011.97169	20111221	1558	202.3	4.1	72.13	0.33
alt	2011.99681	20111230	2003	127	1.1	72.46	0.25
alt	2012.01014	20120104	1703	246	2.2	72.80	0.18
alt	2012.02900	20120111	1446	199	14	72.60	0.06
alt	2012.05371	20120120	1548	92.6	1.7	72.04	0.08
alt	2012.06725	20120125	1442	190	5.4	71.67	0.00
alt	2012.08653	20120201	1604	193	1.3	71.96	0.09
alt	2012.10834	20120209	1542	201	5.4	71.87	0.01
alt	2012.12481	20120215	1621	280	1.2	71.50	0.06
alt	2012.14714	20120223	2028	153	1	73.25	0.03
alt	2012.16846	20120302	1547	238	1.1	71.71	0.01
alt	2012.18209	20120307	1527	200	13	72.15	0.35
alt	2012.20660	20120316	1444	63	0.8	72.08	0.16
alt	2012.22286	20120322	1335	300	1.1	72.03	0.23
alt	2012.23930	20120328	1402	221	7.7	72.14	0.25
alt	2012.25891	20120404	1816	256	1.4	71.78	0.15
alt	2012.28305	20120413	1420	201	2	71.98	0.19
alt	2012.30210	20120420	1338	253	0.9	71.82	0.06
alt	2012.32131	20120427	1425	33.4	7.5	72.01	0.13
alt	2012.33507	20120502	1513	243	-99	72.49	0.28
alt	2012.35404	20120509	1351	128.9	2.7	72.73	0.05
alt	2012.37858	20120518	1325	300	1.5	72.15	0.28
alt	2012.39780	20120525	1418	212	5	72.10	0.08
alt	2012.41686	20120601	1343	48.2	1.5	72.37	0.16
alt	2012.43598	20120608	1340	25.5	4.3	72.13	0.00
alt	2012.47417	20120622	1307	289.6	17.1	72.53	0.30
alt	2012.48784	20120627	1311	251	4.5	72.55	0.10
alt	2012.50760	20120704	1848	14.1	2	72.92	0.05
alt	2012.52620	20120711	1406	203	5.6	74.19	0.22
alt	2012.54539	20120718	1440	240.4	9.8	72.95	0.09
alt	2012.56442	20120725	1351	240.4	9.8	72.78	0.23
alt	2012.58357	20120801	1405	89.4	3.9	73.27	0.07
alt	2012.60264	20120808	1333	289	2	73.39	0.17
alt	2012.62189	20120815	1443	209.2	8.5	73.86	0.03
alt	2012.64414	20120823	1809	276.8	1.1	73.87	0.10
alt	2012.66562	20120831	1447	325	1	74.01	0.18
alt	2012.67917	20120905	1352	265	2.7	73.84	0.01
alt	2012.70403	20120914	1612	8.9	1.5	74.63	0.07
alt	2012.71749	20120919	1425	226.9	1.6	74.63	0.17
alt	2012.73662	20120926	1426	216.7	12.4	74.73	0.01
alt	2012.75617	20121003	1811	347	4.5	74.97	0.13
alt	2012.77496	20121010	1513	277.6	1.4	74.87	0.11
alt	2012.79399	20121017	1427	201.7	3.9	75.53	0.09
alt	2012.83490	20121101	1345	199.7	16.1	75.37	0.15
alt	2012.85158	20121107	1617	237.5	10	75.91	0.08
alt	2012.87596	20121116	1428	268.8	5.1	76.02	0.10
alt	2012.88975	20121121	1532	224.5	1.1	76.39	0.17
alt	2012.90891	20121128	1554	251.3	3.1	77.51	0.17
alt	2012.93361	20121207	1652	98.2	0.7	77.01	0.06
alt	2012.94707	20121212	1503	310.2	2.5	76.78	0.19
alt	2012.96625	20121219	1530	198.6	1.9	77.27	0.01
alt	2012.98799	20121227	1430	208.1	3.4	76.72	0.20
alt	2013.01348	20130105	2203	197.2	0.6	77.46	0.07
alt	2013.02400	20130109	1814	206.2	2.8	76.80	0.18
alt	2013.04557	20130117	1510	328.3	9.8	77.07	0.07
alt	2013.06199	20130123	1503	251.4	0.8	77.97	0.07
alt	2013.10336	20130207	1728	209.9	0.6	77.50	0.30
alt	2013.12232	20130214	1532	209.9	0.6	77.02	0.20
alt	2013.13891	20130220	1652	279.8	1.7	77.55	0.08
alt	2013.16076	20130228	1617	208.7	1.3	77.82	0.04
alt	2013.18269	20130308	1624	284	1.4	77.24	0.32
alt	2013.19631	20130313	1538	143.7	2.9	76.99	0.06
alt	2013.21529	20130320	1358	188.5	1.1	77.60	0.03
alt	2013.23453	20130327	1429	256.8	3.8	77.36	0.32
alt	2013.25363	20130403	1347	201.7	1.7	77.40	0.23
alt	2013.33057	20130501	1549	240	1.4	78.04	0.22
alt	2013.35526	20130510	1604	340	2.3	77.65	0.33
alt	2013.36869	20130515	1346	173	3.6	77.85	0.13
alt	2013.38802	20130522	1501	230	2.7	78.00	0.20
alt	2013.40706	20130529	1351	336.4	2.7	78.12	0.40
alt	2013.42642	20130605	1524	200	14.7	78.16	0.10
alt	2013.44540	20130612	1342	210	0.9	79.07	0.11
alt	2013.46469	20130619	1440	34	1.6	79.18	0.01
alt	2013.48378	20130626	1353	50.6	2.8	78.87	0.23
alt	2013.50861	20130705	1527	340	3.4	79.24	0.11
alt	2013.52220	20130710	1429	61.8	2.2	80.10	0.12
alt	2013.56044	20130724	1325	199	11	79.37	0.03
alt	2013.61817	20130814	1512	97	4	78.09	0.03
alt	2013.63724	20130821	1412	215	7.5	78.92	0.13
alt	2013.65652	20130828	1505	296	1.5	78.84	0.15
alt	2013.67556	20130904	1356	184	3.3	78.86	0.01
alt	2013.69792	20130912	1745	323	5.6	79.04	0.17
alt	2013.73334	20130925	1602	195	4	79.80	0.06
alt	2013.75260	20131002	1647	345	3.5	79.54	0.43
alt	2013.79068	20131016	1419	219.8	1.6	80.53	0.08
alt	2013.81556	20131025	1620	200	2.1	80.68	0.02
alt	2013.82927	20131030	1624	208	2.2	80.81	0.28
alt	2013.85411	20131108	1758	300	3.3	80.96	0.07
alt	2013.88967	20131121	1729	95.6	2.4	81.87	0.07
alt	2013.91428	20131130	1706	215	2.6	82.09	0.01
alt	2013.92514	20131204	1615	273.8	3	81.37	0.04
alt	2013.94969	20131213	1516	293.9	0.6	81.92	0.21
alt	2013.98868	20131227	2048	205.4	2.6	82.69	0.19
alt	2014.00505	20140102	2014	247.3	1	82.71	0.13
alt	2014.02394	20140109	1743	207.3	3.6	82.36	0.12
alt	2014.05941	20140122	1624	251	2	82.29	0.18
alt	2014.08187	20140130	2112	235	0.7	83.40	0.31
alt	2014.10326	20140207	1636	304.9	1.4	82.97	0.43
alt	2014.11727	20140212	1916	225	1.1	83.16	0.18
alt	2014.13623	20140219	1725	187.3	5.6	83.32	0.17
alt	2014.32767	20140430	1425	221.8	8.8	83.87	0.35
alt	2014.34708	20140507	1625	170	6	84.50	0.03
alt	2014.36884	20140515	1502	210	9.7	84.02	0.01
alt	2014.38833	20140522	1747	53	3	83.93	0.07
alt	2014.40438	20140528	1423	139	1	84.79	0.03
alt	2014.42396	20140604	1755	200	1.5	84.38	0.16
alt	2014.50344	20140703	1809	122.2	0.9	84.93	0.22
alt	2014.55772	20140723	1339	206	12.1	83.80	0.08
alt	2014.57978	20140731	1454	55	2.1	84.66	0.22
alt	2014.59611	20140806	1357	335	2	84.32	0.06
alt	2014.62083	20140815	1427	12	1	84.24	0.02
alt	2014.63437	20140820	1303	225	3.2	85.01	0.10
alt	2014.65372	20140827	1434	220	9	84.49	0.18
alt	2014.67833	20140905	1411	200	8	85.19	0.08
alt	2014.69475	20140911	1401	108	1.1	85.27	0.13
alt	2014.71115	20140917	1340	244	6.7	85.41	0.03
alt	2014.73357	20140925	1807	202	2.1	85.80	0.08
alt	2014.74950	20141001	1338	121	2.5	86.05	0.35
alt	2014.77153	20141009	1438	112	1.3	86.31	0.17
alt	2014.78798	20141015	1440	209.7	0.8	86.21	0.05
alt	2014.80994	20141023	1502	245.5	1.5	86.56	0.21
alt	2014.82681	20141029	1852	200.9	1.9	87.08	0.12
alt	2014.84574	20141105	1641	223.9	1.2	86.99	0.02
alt	2014.86472	20141112	1456	287.4	0.8	87.51	0.40
alt	2014.88403	20141119	1604	289	1.2	87.26	0.23
alt	2014.90320	20141126	1602	280.4	0.9	87.79	0.11
alt	2014.92233	20141203	1539	333.2	2.3	87.87	0.14
alt	2014.94141	20141210	1443	74.8	1.4	89.17	0.14
alt	2014.96079	20141217	1633	285.9	0.8	89.99	0.08
alt	2014.98570	20141226	1844	320	0.1	88.61	0.16
alt	2015.00454	20150102	1547	109	0.62	88.53	0.07
alt	2015.02635	20150110	1449	47	1.51	88.11	0.17
alt	2015.03747	20150114	1612	215	1.81	88.03	0.26
alt	2015.05650	20150121	1457	261	2	88.12	0.08
alt	2015.07853	20150129	1553	198	2.6	88.56	0.05
alt	2015.09506	20150204	1642	121	1.27	88.32	0.56
alt	2015.11419	20150211	1618	253	6.12	88.28	0.04
alt	2015.13329	20150218	1537	184	2.98	87.69	0.23
alt	2015.15258	20150225	1634	348	8.23	88.40	0.19
alt	2015.17700	20150306	1431	173	1.37	88.80	0.17
alt	2015.19636	20150313	1606	75	0.78	88.76	0.25
alt	2015.20977	20150318	1336	190	2.05	88.60	0.09
alt	2015.22909	20150325	1452	313	1.62	88.08	0.06
alt	2015.24819	20150401	1409	139	2.17	88.34	0.14
alt	2015.26748	20150408	1510	270	4.8	87.74	0.10
alt	2015.30582	20150422	1459	268	11.2	88.12	0.09
alt	2015.33037	20150501	1400	322	0.59	88.08	0.20
alt	2015.34711	20150507	1642	307	0	88.10	0.13
alt	2015.36595	20150514	1345	332	5.54	88.25	0.11
alt	2015.38798	20150522	1442	191.37	0.294	88.05	0.12
alt	2015.40706	20150529	1349	198.22	2.058	88.65	0.00
alt	2015.43997	20150610	1407	208.9	7.399	89.39	0.17
alt	2015.46197	20150618	1453	260	0.34	88.68	0.01
alt	2015.47830	20150624	1357	220.75	5.4	88.87	0.08
alt	2015.49736	20150701	1250	301	1.8	88.77	0.21
alt	2015.51960	20150709	1541	182	1.6	89.51	0.29
alt	2015.53592	20150715	1441	64	3.28	88.90	0.39
alt	2015.56050	20150724	1358	50.5	2.1	89.62	0.02
alt	2015.57432	20150729	1501	80	3.18	89.31	0.01
alt	2015.59336	20150805	1348	209	17.6	90.05	0.10
alt	2015.61803	20150814	1356	64	2.1	90.26	0.44
alt	2015.63166	20150819	1323	59.8	1.32	90.53	0.12
alt	2015.65373	20150827	1439	190.6	7.84	90.60	0.03
alt	2015.67005	20150902	1338	209.3	3.33	90.38	0.11
alt	2015.69213	20150910	1504	290.6	4.41	91.26	0.03
alt	2015.70839	20150916	1329	219.4	15.63	90.98	0.02
alt	2015.72782	20150923	1544	203.6	4.07	93.43	0.67
alt	2015.76613	20151007	1516	313	2.55	92.27	0.41
alt	2015.80473	20151021	1725	224	7.1	92.75	0.05
alt	2015.82898	20151030	1352	0.7	1.02	92.83	0.19
alt	2015.86747	20151113	1503	200	18.08	93.18	0.05
alt	2015.88154	20151118	1817	221.1	14.5	93.23	0.27
alt	2015.90061	20151125	1721	214.9	3.82	93.86	0.07
alt	2015.93869	20151209	1453	252.3	1.96	94.41	0.18
alt	2015.95796	20151216	1545	232.2	11.51	94.59	0.39
alt	2015.97723	20151223	1630	246.2	1.67	94.14	0.27
alt	2016.00230	20160101	2013	94.9	1.81	94.37	0.09
alt	2016.01537	20160106	1458	284.7	1.37	94.53	0.27
alt	2016.03467	20160113	1633	229.27	10.094	93.76	0.00
alt	2016.05690	20160121	1951	229.27	10.094	94.42	0.36
alt	2016.07281	20160127	1535	224.73	1.911	94.31	0.06
alt	2016.09203	20160203	1626	354.36	1.67	94.22	0.00
alt	2016.11098	20160210	1450	86.7	0.88	94.15	0.05
alt	2016.13029	20160217	1629	225.78	0.882	94.43	0.22
alt	2016.14972	20160224	1910	276.82	2.254	93.63	0.07
alt	2016.17384	20160304	1501	-99	0	94.36	0.12
alt	2016.18789	20160309	1828	217.59	8.52	94.41	0.11
alt	2016.20655	20160316	1421	233	8.18	94.26	0.06
alt	2016.22607	20160323	1746	280.36	1.568	94.34	0.16
alt	2016.24501	20160330	1609	249.04	1.862	94.61	0.14
alt	2016.26413	20160406	1606	-99	0	94.56	0.16
alt	2016.28303	20160413	1409	202.97	2.548	94.26	0.12
alt	2016.30229	20160420	1521	302.2	1.03	94.28	0.31
alt	2016.32401	20160428	1407	319.6	1.42	94.41	0.36
alt	2016.34604	20160506	1536	-99	0	94.55	0.01
alt	2016.36231	20160512	1431	317.8	1.03	94.97	0.17
alt	2016.37880	20160518	1525	154.3	0.93	94.82	0.11
alt	2016.39807	20160525	1641	333.7	8.29	94.58	0.16
alt	2016.41653	20160601	1046	111.2	2.06	94.75	0.03
alt	2016.43572	20160608	1124	270.2	7.59	94.72	0.22
alt	2016.46341	20160618	1437	201.1	13.43	95.58	0.08
alt	2016.47430	20160622	1414	207	9.95	94.90	0.02
alt	2016.49632	20160630	1542	194.8	12.98	95.26	0.31
alt	2016.53454	20160714	1522	214.09	5.98	95.99	0.01
alt	2016.55082	20160720	1425	205.3	15.19	96.36	0.26
alt	2016.57014	20160727	1606	79.3	4.51	96.54	0.05
alt	2016.58905	20160803	1415	244.4	11.07	96.68	0.20
alt	2016.61390	20160812	1630	82.3	3.87	96.40	0.19
alt	2016.62739	20160817	1501	215.9	7.94	96.64	0.27
alt	2016.64665	20160824	1613	211.08	3.92	96.87	0.24
alt	2016.66560	20160831	1438	107.4	4.46	96.75	0.00
alt	2016.68755	20160908	1527	200.1	6.66	97.15	0.28
alt	2016.70654	20160915	1415	261.3	4.07	97.59	0.13
alt	2016.72320	20160921	1634	220.11	11.319	97.33	0.09
alt	2016.74202	20160928	1356	204.3	6.47	97.61	0.19
alt	2016.76146	20161005	1642	225.5	19.6	97.81	0.03
alt	2016.78308	20161013	1436	238.9	5.29	98.89	0.23
alt	2016.80505	20161021	1531	232.9	5.98	98.78	0.30
alt	2016.81859	20161026	1430	269.9	4.36	99.02	0.06
alt	2016.83791	20161102	1610	201.7	9.55	99.13	0.03
alt	2016.93885	20161209	1454	201.7	4.07	100.36	0.01
alt	2016.95538	20161215	1603	164.4	1.27	100.54	0.07
alt	2016.97174	20161221	1548	233.1	11.51	100.78	0.11
alt	2016.99670	20161230	1902	211	3.58	101.48	0.10
alt	2017.01007	20170104	1614	217	9.85	100.55	0.32
alt	2017.02937	20170111	1719	250.2	1.27	101.16	0.01
alt	2017.06779	20170125	1750	178.8	1.96	101.81	0.18
alt	2017.08678	20170201	1610	197.7	2.4	101.10	0.02
alt	2017.11143	20170210	1609	184.9	2.06	100.80	0.19
alt	2017.12561	20170215	2021	255.8	7.5	100.28	0.04
alt	2017.15030	20170224	2037	0.2	6.12	101.21	0.07
alt	2017.17218	20170304	2018	233.4	7.3	100.99	0.14
alt	2017.18278	20170308	1708	200.9	2.3	101.14	0.01
alt	2017.22097	20170322	1541	184.6	1.22	101.55	0.05
alt	2017.24055	20170329	1911	232.3	15.58	101.70	0.12
alt	2017.25948	20170405	1702	325.4	1.96	101.33	0.15
alt	2017.28402	20170414	1602	345.1	2.74	101.37	0.02
alt	2017.29781	20170419	1651	112.25	2.401	100.92	0.19
alt	2017.31993	20170427	1835	299.85	1.23	100.61	0.30
alt	2017.35506	20170510	1422	228.53	7.99	100.90	0.07
alt	2017.37438	20170517	1534	57.02	1.96	100.97	0.10
alt	2017.39917	20170526	1644	321.5	0.833	101.00	0.17
alt	2017.41268	20170531	1504	289.14	1.323	101.36	0.67
alt	2017.43995	20170610	1357	227.15	6.52	101.85	0.18
alt	2017.47035	20170621	1615	72	5.34	101.49	0.28
alt	2017.49227	20170629	1616	331.09	8.918	101.49	0.14
alt	2017.51130	20170706	1458	231.6	5.05	102.18	0.21
alt	2017.53608	20170715	1602	69.04	1.67	102.62	0.20
alt	2017.56611	20170726	1510	19.15	3.28	102.88	0.17
alt	2017.58510	20170802	1326	220.39	12.35	103.03	0.03
alt	2017.60445	20170809	1457	6.16	2.65	103.39	0.41
alt	2017.68663	20170908	1455	266.7	3.87	103.86	0.13
alt	2017.70040	20170913	1532	237	1.27	104.17	0.48
alt	2017.71967	20170920	1616	205.6	8.232	104.64	0.08
alt	2017.76071	20171005	1548	232.23	0.637	105.20	0.01
alt	2017.78012	20171012	1750	342.11	2.156	104.81	0.21
alt	2017.79622	20171018	1454	277.5	2.548	105.76	0.06
alt	2017.83454	20171101	1436	70	0.88	105.94	0.19
alt	2017.85399	20171108	1657	211.41	2.744	106.73	0.20
alt	2017.87314	20171115	1644	293.61	2.156	106.48	0.20
alt	2017.89213	20171122	1503	232.39	4.116	107.14	0.04
alt	2017.91143	20171129	1610	268.91	2.646	107.24	0.03
alt	2017.93045	20171206	1444	208.72	2.695	107.19	0.25
alt	2017.94977	20171213	1558	275.84	2.646	106.49	0.11
alt	2017.97154	20171221	1439	231.79	1.519	107.04	0.08
alt	2017.98811	20171227	1553	225.9	10.339	107.24	0.11
alt	2018.00716	20180103	1443	225	5.194	107.58	0.25
alt	2018.02651	20180110	1612	260.9	1.57	107.53	0.19
alt	2018.04560	20180117	1525	287.5	2.01	106.82	0.06
alt	2018.10597	20180208	1618	244.6	3.04	106.87	0.50
alt	2018.12227	20180214	1503	291.3	1.96	106.99	0.06
alt	2018.14427	20180222	1548	161.2	0.83	107.63	0.12
alt	2018.26203	20180406	1521	166.9	0.83	107.32	0.20
alt	2018.27556	20180411	1354	296.3	1.76	107.21	0.11
alt	2018.29501	20180418	1615	177.4	1.76	107.34	0.14
alt	2018.31675	20180426	1446	237.2	6.1	107.65	0.07
alt	2018.33318	20180502	1441	192.3	7.5	107.61	0.11
alt	2018.35239	20180509	1457	183.3	4.6	107.37	0.03
alt	2018.37729	20180518	1705	0.4	8.2	107.65	0.23
alt	2018.39084	20180523	1548	314.9	5.2	107.73	0.36
alt	2018.43226	20180607	1835	323.6	2.3	107.67	0.10
alt	2018.44843	20180613	1614	349.7	6.08	107.74	0.17
alt	2018.46737	20180620	1409	288.2	2.3	107.98	0.25
alt	2018.49243	20180629	1742	1.7	2.3	107.87	0.17
alt	2018.51134	20180706	1519	207.6	6.5	108.26	0.11
alt	2018.52494	20180711	1428	266.8	9.7	108.07	0.07
alt	2018.54426	20180718	1542	202	9.3	108.22	0.05
alt	2018.56053	20180724	1417	104.6	4.1	108.46	0.05
alt	2018.58831	20180803	1737	192.9	9.4	108.69	0.03
alt	2018.59891	20180807	1426	181	8.6	108.54	0.20
alt	2018.62351	20180816	1356	202	9.8	108.92	0.05
alt	2018.67900	20180905	2005	187.8	1.3	109.35	0.22
alt	2018.69761	20180912	1502	150.5	1.4	109.55	0.18
alt	2018.72234	20180921	1543	185.6	2	109.89	0.25
alt	2018.73590	20180926	1429	221.4	11.1	110.21	0.16
alt	2018.75519	20181003	1530	180	1.2	110.28	0.05
alt	2018.77433	20181010	1506	233.4	15.1	110.93	0.15
alt	2018.79382	20181017	1750	200.8	5.2	111.11	0.07
alt	2018.81544	20181025	1513	247.1	5.8	111.36	0.05
alt	2018.83198	20181031	1608	234.7	9.8	111.54	0.18
alt	2018.85155	20181107	1935	340.5	3.4	111.54	0.03
alt	2018.87042	20181114	1653	205.6	4	112.02	0.02
alt	2018.93076	20181206	1727	216.1	1.4	112.72	0.03
alt	2018.95249	20181214	1551	236.2	3.7	112.88	0.07
alt	2018.96937	20181220	1939	273.7	1.7	112.96	0.12
alt	2018.98534	20181226	1535	249.1	4.5	113.03	0.07
alt	2019.00446	20190102	1503	281.8	2	113.14	0.19
alt	2019.06208	20190123	1550	206	9.6	113.06	0.48
alt	2019.08126	20190130	1548	193	3	113.52	0.33
alt	2019.10053	20190206	1636	95.8	1.6	113.54	0.14
alt	2019.11965	20190213	1606	203.6	3.6	112.96	0.37
alt	2019.13884	20190220	1615	225.8	0.9	113.24	0.17
alt	2019.15793	20190227	1528	205.9	2.4	113.50	0.10
alt	2019.18010	20190307	1740	222.5	1.3	113.48	0.14
alt	2019.19638	20190313	1618	296.2	3.9	113.08	0.14
alt	2019.22094	20190322	1526	197.4	1.1	113.49	0.01
alt	2019.23742	20190328	1550	222.7	6.9	113.54	0.06
alt	2019.25677	20190404	1717	83.2	3.9	113.97	0.04
alt	2019.27301	20190410	1535	177.8	9.3	113.41	0.19
alt	2019.29761	20190419	1503	268.6	4.7	113.47	0.06
alt	2019.31403	20190425	1454	337.2	2.5	113.61	0.09
alt	2019.33367	20190502	1857	129.9	1.7	113.23	0.06
alt	2019.35523	20190510	1551	289	0.4	113.33	0.02
alt	2019.36909	20190515	1713	39.6	3.2	113.40	0.03
