site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	F227_	F227__sd
alt	2011.33868	20110504	1448	178	0.6	0.79	0.06
alt	2011.35787	20110511	1454	198.7	1.1	0.72	0.01
alt	2011.37701	20110518	1439	323.5	1.1	0.76	0.04
alt	2011.39913	20110526	1623	256.4	2.7	0.77	0.01
alt	2011.41573	20110601	1748	223.6	1.5	0.75	0.00
alt	2011.43474	20110608	1619	82.9	2.7	0.80	0.00
alt	2011.45667	20110616	1628	56.4	1.3	0.79	0.02
alt	2011.47603	20110623	1800	88.2	4.7	0.76	0.01
alt	2011.49220	20110629	1541	307.9	2.3	0.80	0.01
alt	2011.62958	20110818	1908	278	0.6	0.76	0.03
alt	2011.67024	20110902	1518	204.6	4.9	0.80	0.02
alt	2011.68386	20110907	1436	68.5	1.9	0.79	0.02
alt	2011.70582	20110915	1501	304.7	2.6	0.80	0.00
alt	2011.72219	20110921	1421	187	10.5	0.77	0.01
alt	2011.74134	20110928	1409	195.2	6.1	0.77	0.01
alt	2011.76053	20111005	1415	210.1	16.6	0.78	0.03
alt	2011.77983	20111012	1518	310	1.2	0.79	0.04
alt	2011.80444	20111021	1454	110	3.6	0.78	0.00
alt	2011.81815	20111026	1501	-99	12.4	0.81	0.02
alt	2011.83719	20111102	1349	201.3	15.9	0.81	0.02
alt	2011.85673	20111109	1658	171.7	1.2	0.81	0.01
alt	2011.87841	20111117	1454	274.8	2.5	0.81	0.01
alt	2011.89772	20111124	1602	139.5	0.7	0.82	0.04
alt	2011.91950	20111202	1450	-99	0	0.79	0.03
alt	2011.93344	20111207	1657	255.1	0.3	0.80	0.01
alt	2011.95787	20111216	1456	196.2	1.1	0.89	0.02
alt	2011.97169	20111221	1558	202.3	4.1	0.85	0.02
alt	2011.99681	20111230	2003	127	1.1	0.83	0.00
alt	2012.01014	20120104	1703	246	2.2	0.83	0.01
alt	2012.02900	20120111	1446	199	14	0.85	0.02
alt	2012.05371	20120120	1548	92.6	1.7	0.84	0.01
alt	2012.06725	20120125	1442	190	5.4	0.83	0.01
alt	2012.08653	20120201	1604	193	1.3	0.83	0.02
alt	2012.10834	20120209	1542	201	5.4	0.84	0.01
alt	2012.12481	20120215	1621	280	1.2	0.83	0.03
alt	2012.14714	20120223	2028	153	1	0.83	0.02
alt	2012.16846	20120302	1547	238	1.1	0.82	0.01
alt	2012.18209	20120307	1527	200	13	0.83	0.01
alt	2012.20660	20120316	1444	63	0.8	0.86	0.02
alt	2012.22286	20120322	1335	300	1.1	0.85	0.01
alt	2012.23930	20120328	1402	221	7.7	0.84	0.01
alt	2012.25891	20120404	1816	256	1.4	0.84	0.01
alt	2012.28305	20120413	1420	201	2	0.85	0.01
alt	2012.30210	20120420	1338	253	0.9	0.88	0.05
alt	2012.32131	20120427	1425	33.4	7.5	0.89	0.03
alt	2012.33507	20120502	1513	243	-99	0.82	0.01
alt	2012.35404	20120509	1351	128.9	2.7	0.84	0.01
alt	2012.37858	20120518	1325	300	1.5	0.87	0.04
alt	2012.39780	20120525	1418	212	5	0.87	0.03
alt	2012.41686	20120601	1343	48.2	1.5	0.95	0.01
alt	2012.43598	20120608	1340	25.5	4.3	0.91	0.02
alt	2012.44960	20120613	1318	333.5	2.9	0.91	0.03
alt	2012.47417	20120622	1307	289.6	17.1	0.87	0.00
alt	2012.48784	20120627	1311	251	4.5	0.90	0.02
alt	2012.50760	20120704	1848	14.1	2	0.86	0.05
alt	2012.52620	20120711	1406	203	5.6	0.92	0.00
alt	2012.54539	20120718	1440	240.4	9.8	0.84	0.00
alt	2012.56442	20120725	1351	240.4	9.8	0.89	0.02
alt	2012.58357	20120801	1405	89.4	3.9	0.88	0.00
alt	2012.60264	20120808	1333	289	2	0.92	0.02
alt	2012.62189	20120815	1443	209.2	8.5	0.92	0.04
alt	2012.64414	20120823	1809	276.8	1.1	0.88	0.02
alt	2012.66562	20120831	1447	325	1	0.90	0.05
alt	2012.67917	20120905	1352	265	2.7	0.92	0.01
alt	2012.70403	20120914	1612	8.9	1.5	0.89	0.00
alt	2012.71749	20120919	1425	226.9	1.6	0.94	0.01
alt	2012.73662	20120926	1426	216.7	12.4	0.90	0.00
alt	2012.75617	20121003	1811	347	4.5	0.90	0.00
alt	2012.77496	20121010	1513	277.6	1.4	0.90	0.02
alt	2012.79399	20121017	1427	201.7	3.9	0.94	0.00
alt	2012.83490	20121101	1345	199.7	16.1	0.91	0.01
alt	2012.85158	20121107	1617	237.5	10	0.92	0.01
alt	2012.87596	20121116	1428	268.8	5.1	0.95	0.01
alt	2012.88975	20121121	1532	224.5	1.1	0.88	0.01
alt	2012.90891	20121128	1554	251.3	3.1	0.95	0.02
alt	2012.93361	20121207	1652	98.2	0.7	0.96	0.00
alt	2012.94707	20121212	1503	310.2	2.5	0.97	0.01
alt	2012.96625	20121219	1530	198.6	1.9	0.95	0.00
alt	2012.98799	20121227	1430	208.1	3.4	0.94	0.00
alt	2013.01348	20130105	2203	197.2	0.6	0.94	0.03
alt	2013.02400	20130109	1814	206.2	2.8	0.93	0.02
alt	2013.04557	20130117	1510	328.3	9.8	0.96	0.02
alt	2013.06199	20130123	1503	251.4	0.8	0.98	0.03
alt	2013.10336	20130207	1728	209.9	0.6	0.97	0.04
alt	2013.12232	20130214	1532	209.9	0.6	0.93	0.02
alt	2013.13891	20130220	1652	279.8	1.7	0.99	0.02
alt	2013.16076	20130228	1617	208.7	1.3	0.91	0.02
alt	2013.18269	20130308	1624	284	1.4	0.99	0.02
alt	2013.19631	20130313	1538	143.7	2.9	0.94	0.00
alt	2013.21529	20130320	1358	188.5	1.1	0.97	0.01
alt	2013.23453	20130327	1429	256.8	3.8	0.95	0.04
alt	2013.25363	20130403	1347	201.7	1.7	1.01	0.01
alt	2013.33057	20130501	1549	240	1.4	0.96	0.02
alt	2013.35526	20130510	1604	340	2.3	0.94	0.06
alt	2013.36869	20130515	1346	173	3.6	1.02	0.04
alt	2013.38802	20130522	1501	230	2.7	0.99	0.03
alt	2013.40706	20130529	1351	336.4	2.7	0.99	0.05
alt	2013.42642	20130605	1524	200	14.7	0.97	0.02
alt	2013.44540	20130612	1342	210	0.9	0.95	0.00
alt	2013.46469	20130619	1440	34	1.6	0.95	0.02
alt	2013.48378	20130626	1353	50.6	2.8	1.01	0.00
alt	2013.50861	20130705	1527	340	3.4	1.01	0.00
alt	2013.52220	20130710	1429	61.8	2.2	1.02	0.02
alt	2013.54185	20130717	1836	118	3	0.99	0.00
alt	2013.56044	20130724	1325	199	11	0.98	0.00
alt	2013.58000	20130731	1648	153	6.6	0.89	0.01
alt	2013.59881	20130807	1335	44	2.8	0.96	0.05
alt	2013.61817	20130814	1512	97	4	0.96	0.02
alt	2013.63724	20130821	1412	215	7.5	0.97	0.00
alt	2013.65652	20130828	1505	296	1.5	0.96	0.00
alt	2013.67556	20130904	1356	184	3.3	0.95	0.00
alt	2013.69792	20130912	1745	323	5.6	0.96	0.02
alt	2013.73334	20130925	1602	195	4	0.97	0.02
alt	2013.75260	20131002	1647	345	3.5	1.01	0.01
alt	2013.79068	20131016	1419	219.8	1.6	0.97	0.00
alt	2013.81556	20131025	1620	200	2.1	0.96	0.02
alt	2013.82927	20131030	1624	208	2.2	1.02	0.02
alt	2013.85411	20131108	1758	300	3.3	1.01	0.02
alt	2013.88967	20131121	1729	95.6	2.4	1.01	0.05
alt	2013.91428	20131130	1706	215	2.6	1.04	0.00
alt	2013.92514	20131204	1615	273.8	3	1.05	0.03
alt	2013.94969	20131213	1516	293.9	0.6	0.99	0.01
alt	2013.98868	20131227	2048	205.4	2.6	1.00	0.01
alt	2014.00505	20140102	2014	247.3	1	1.03	0.04
alt	2014.02394	20140109	1743	207.3	3.6	1.00	0.01
alt	2014.05941	20140122	1624	251	2	1.03	0.01
alt	2014.08187	20140130	2112	235	0.7	1.03	0.02
alt	2014.10326	20140207	1636	304.9	1.4	1.00	0.00
alt	2014.11727	20140212	1916	225	1.1	1.08	0.05
alt	2014.13623	20140219	1725	187.3	5.6	1.02	0.00
alt	2014.17442	20140305	1555	246	0.7	1.04	0.01
alt	2014.19351	20140312	1510	292.3	0.3	1.03	0.02
alt	2014.21261	20140319	1430	201.4	1.6	1.05	0.01
alt	2014.32767	20140430	1425	221.8	8.8	1.05	0.01
alt	2014.34708	20140507	1625	170	6	1.05	0.01
alt	2014.36884	20140515	1502	210	9.7	1.05	0.03
alt	2014.38833	20140522	1747	53	3	1.05	0.02
alt	2014.40438	20140528	1423	139	1	1.06	0.00
alt	2014.42396	20140604	1755	200	1.5	1.06	0.02
alt	2014.50344	20140703	1809	122.2	0.9	1.08	0.01
alt	2014.55772	20140723	1339	206	12.1	1.04	0.01
alt	2014.57978	20140731	1454	55	2.1	1.06	0.03
alt	2014.59611	20140806	1357	335	2	1.04	0.01
alt	2014.62083	20140815	1427	12	1	1.10	0.01
alt	2014.63437	20140820	1303	225	3.2	1.07	0.01
alt	2014.65372	20140827	1434	220	9	1.08	0.01
alt	2014.67833	20140905	1411	200	8	1.09	0.02
alt	2014.69475	20140911	1401	108	1.1	1.06	0.01
alt	2014.71115	20140917	1340	244	6.7	1.07	0.03
alt	2014.73357	20140925	1807	202	2.1	1.08	0.02
alt	2014.74950	20141001	1338	121	2.5	1.06	0.01
alt	2014.77153	20141009	1438	112	1.3	1.10	0.01
alt	2014.78798	20141015	1440	209.7	0.8	1.10	0.01
alt	2014.80994	20141023	1502	245.5	1.5	1.09	0.02
alt	2014.82681	20141029	1852	200.9	1.9	1.08	0.00
alt	2014.84574	20141105	1641	223.9	1.2	1.09	0.02
alt	2014.86472	20141112	1456	287.4	0.8	1.07	0.00
alt	2014.88403	20141119	1604	289	1.2	1.10	0.00
alt	2014.90320	20141126	1602	280.4	0.9	1.10	0.02
alt	2014.92233	20141203	1539	333.2	2.3	1.13	0.02
alt	2014.94141	20141210	1443	74.8	1.4	1.11	0.02
alt	2014.96079	20141217	1633	285.9	0.8	1.15	0.02
alt	2014.98570	20141226	1844	320	0.1	1.13	0.01
alt	2015.00454	20150102	1547	109	0.62	1.13	0.03
alt	2015.02635	20150110	1449	47	1.51	1.14	0.00
alt	2015.03747	20150114	1612	215	1.81	1.12	0.01
alt	2015.05650	20150121	1457	261	2	1.16	0.01
alt	2015.07853	20150129	1553	198	2.6	1.11	0.02
alt	2015.09506	20150204	1642	121	1.27	1.12	0.03
alt	2015.13329	20150218	1537	184	2.98	1.13	0.02
alt	2015.15258	20150225	1634	348	8.23	1.14	0.01
alt	2015.17700	20150306	1431	173	1.37	1.14	0.02
alt	2015.19636	20150313	1606	75	0.78	1.14	0.01
alt	2015.20977	20150318	1336	190	2.05	1.14	0.02
alt	2015.22909	20150325	1452	313	1.62	1.11	0.06
alt	2015.24819	20150401	1409	139	2.17	1.10	0.03
alt	2015.26748	20150408	1510	270	4.8	1.10	0.01
alt	2015.30582	20150422	1459	268	11.2	1.11	0.01
alt	2015.33037	20150501	1400	322	0.59	1.12	0.02
alt	2015.34711	20150507	1642	307	0	1.09	0.01
alt	2015.36595	20150514	1345	332	5.54	1.12	0.01
alt	2015.38798	20150522	1442	191.37	0.294	1.12	0.02
alt	2015.40706	20150529	1349	198.22	2.058	1.11	0.02
alt	2015.43997	20150610	1407	208.9	7.399	1.13	0.06
alt	2015.46197	20150618	1453	260	0.34	1.14	0.01
alt	2015.47830	20150624	1357	220.75	5.4	1.12	0.01
alt	2015.49736	20150701	1250	301	1.8	1.14	0.01
alt	2015.51960	20150709	1541	182	1.6	1.14	0.02
alt	2015.53592	20150715	1441	64	3.28	1.14	0.01
alt	2015.56050	20150724	1358	50.5	2.1	1.15	0.00
alt	2015.57432	20150729	1501	80	3.18	1.16	0.01
alt	2015.59336	20150805	1348	209	17.6	1.13	0.02
alt	2015.61803	20150814	1356	64	2.1	1.15	0.01
alt	2015.63166	20150819	1323	59.8	1.32	1.15	0.01
alt	2015.65373	20150827	1439	190.6	7.84	1.17	0.01
alt	2015.67005	20150902	1338	209.3	3.33	1.16	0.04
alt	2015.69213	20150910	1504	290.6	4.41	1.13	0.01
alt	2015.70839	20150916	1329	219.4	15.63	1.15	0.01
alt	2015.72782	20150923	1544	203.6	4.07	1.15	0.04
alt	2015.74695	20150930	1519	229.1	12	1.18	0.00
alt	2015.76613	20151007	1516	313	2.55	1.17	0.00
alt	2015.80473	20151021	1725	224	7.1	1.17	0.01
alt	2015.82898	20151030	1352	0.7	1.02	1.17	0.01
alt	2015.86747	20151113	1503	200	18.08	1.17	0.01
alt	2015.88154	20151118	1817	221.1	14.5	1.17	0.04
alt	2015.90061	20151125	1721	214.9	3.82	1.19	0.03
alt	2015.93869	20151209	1453	252.3	1.96	1.21	0.01
alt	2015.95796	20151216	1545	232.2	11.51	1.21	0.01
alt	2015.97723	20151223	1630	246.2	1.67	1.22	0.03
alt	2016.00230	20160101	2013	94.9	1.81	1.20	0.01
alt	2016.01537	20160106	1458	284.7	1.37	1.20	0.01
alt	2016.03467	20160113	1633	229.27	10.094	1.20	0.00
alt	2016.05690	20160121	1951	229.27	10.094	1.20	0.00
alt	2016.07281	20160127	1535	224.73	1.911	1.22	0.02
alt	2016.09203	20160203	1626	354.36	1.67	1.22	0.01
alt	2016.11098	20160210	1450	86.7	0.88	1.23	0.02
alt	2016.13029	20160217	1629	225.78	0.882	1.22	0.01
alt	2016.14972	20160224	1910	276.82	2.254	1.21	0.00
alt	2016.17384	20160304	1501	-99	0	1.23	0.01
alt	2016.18789	20160309	1828	217.59	8.52	1.22	0.01
alt	2016.20655	20160316	1421	233	8.18	1.22	0.00
alt	2016.22607	20160323	1746	280.36	1.568	1.23	0.00
alt	2016.24501	20160330	1609	249.04	1.862	1.22	0.01
alt	2016.26413	20160406	1606	-99	0	1.24	0.00
alt	2016.28303	20160413	1409	202.97	2.548	1.24	0.01
alt	2016.30229	20160420	1521	302.2	1.03	1.22	0.00
alt	2016.32401	20160428	1407	319.6	1.42	1.22	0.00
alt	2016.34604	20160506	1536	-99	0	1.23	0.01
alt	2016.36231	20160512	1431	317.8	1.03	1.23	0.01
alt	2016.37880	20160518	1525	154.3	0.93	1.25	0.01
alt	2016.39807	20160525	1641	333.7	8.29	1.24	0.01
alt	2016.41653	20160601	1046	111.2	2.06	1.23	0.00
alt	2016.43572	20160608	1124	270.2	7.59	1.24	0.01
alt	2016.46341	20160618	1437	201.1	13.43	1.25	0.01
alt	2016.47430	20160622	1414	207	9.95	1.25	0.00
alt	2016.49632	20160630	1542	194.8	12.98	1.24	0.01
alt	2016.53454	20160714	1522	214.09	5.98	1.26	0.03
alt	2016.55082	20160720	1425	205.3	15.19	1.25	0.00
alt	2016.57014	20160727	1606	79.3	4.51	1.25	0.01
alt	2016.58905	20160803	1415	244.4	11.07	1.24	0.02
alt	2016.61390	20160812	1630	82.3	3.87	1.25	0.00
alt	2016.62739	20160817	1501	215.9	7.94	1.26	0.02
alt	2016.64665	20160824	1613	211.08	3.92	1.28	0.00
alt	2016.66560	20160831	1438	107.4	4.46	1.25	0.00
alt	2016.68755	20160908	1527	200.1	6.66	1.28	0.01
alt	2016.70654	20160915	1415	261.3	4.07	1.27	0.01
alt	2016.72320	20160921	1634	220.11	11.319	1.26	0.02
alt	2016.74202	20160928	1356	204.3	6.47	1.26	0.01
alt	2016.76146	20161005	1642	225.5	19.6	1.23	0.02
alt	2016.78308	20161013	1436	238.9	5.29	1.28	0.03
alt	2016.80505	20161021	1531	232.9	5.98	1.27	0.01
alt	2016.81859	20161026	1430	269.9	4.36	1.27	0.01
alt	2016.83791	20161102	1610	201.7	9.55	1.29	0.01
alt	2016.93885	20161209	1454	201.7	4.07	1.31	0.00
alt	2016.95538	20161215	1603	164.4	1.27	1.33	0.01
alt	2016.97174	20161221	1548	233.1	11.51	1.35	0.01
alt	2016.99670	20161230	1902	211	3.58	1.32	0.00
alt	2017.01007	20170104	1614	217	9.85	1.29	0.01
alt	2017.02937	20170111	1719	250.2	1.27	1.33	0.00
alt	2017.06779	20170125	1750	178.8	1.96	1.35	0.00
alt	2017.08678	20170201	1610	197.7	2.4	1.33	0.01
alt	2017.11143	20170210	1609	184.9	2.06	1.32	0.01
alt	2017.12561	20170215	2021	255.8	7.5	1.33	0.01
alt	2017.15030	20170224	2037	0.2	6.12	1.34	0.00
alt	2017.17218	20170304	2018	233.4	7.3	1.31	0.00
alt	2017.18278	20170308	1708	200.9	2.3	1.33	0.00
alt	2017.22097	20170322	1541	184.6	1.22	1.33	0.01
alt	2017.24055	20170329	1911	232.3	15.58	1.36	0.02
alt	2017.25948	20170405	1702	325.4	1.96	1.34	0.02
alt	2017.28402	20170414	1602	345.1	2.74	1.35	0.01
alt	2017.29781	20170419	1651	112.25	2.401	1.35	0.01
alt	2017.31993	20170427	1835	299.85	1.23	1.34	0.03
alt	2017.35506	20170510	1422	228.53	7.99	1.35	0.01
alt	2017.37438	20170517	1534	57.02	1.96	1.35	0.01
alt	2017.39917	20170526	1644	321.5	0.833	1.33	0.00
alt	2017.41268	20170531	1504	289.14	1.323	1.36	0.01
alt	2017.43995	20170610	1357	227.15	6.52	1.39	0.00
alt	2017.47035	20170621	1615	72	5.34	1.35	0.04
alt	2017.49227	20170629	1616	331.09	8.918	1.39	0.00
alt	2017.51130	20170706	1458	231.6	5.05	1.38	0.01
alt	2017.53608	20170715	1602	69.04	1.67	1.39	0.01
alt	2017.56611	20170726	1510	19.15	3.28	1.39	0.00
alt	2017.58510	20170802	1326	220.39	12.35	1.39	0.02
alt	2017.60445	20170809	1457	6.16	2.65	1.38	0.01
alt	2017.68663	20170908	1455	266.7	3.87	1.39	0.03
alt	2017.70040	20170913	1532	237	1.27	1.38	0.03
alt	2017.71967	20170920	1616	205.6	8.232	1.38	0.01
alt	2017.73863	20170927	1423	267.07	0.588	1.40	0.06
alt	2017.76071	20171005	1548	232.23	0.637	1.40	0.00
alt	2017.78012	20171012	1750	342.11	2.156	1.41	0.02
alt	2017.79622	20171018	1454	277.5	2.548	1.41	0.02
alt	2017.83454	20171101	1436	70	0.88	1.40	0.02
alt	2017.85399	20171108	1657	211.41	2.744	1.43	0.01
alt	2017.87314	20171115	1644	293.61	2.156	1.43	0.00
alt	2017.89213	20171122	1503	232.39	4.116	1.44	0.00
alt	2017.91143	20171129	1610	268.91	2.646	1.42	0.00
alt	2017.93045	20171206	1444	208.72	2.695	1.42	0.00
alt	2017.94977	20171213	1558	275.84	2.646	1.43	0.00
alt	2017.97154	20171221	1439	231.79	1.519	1.47	0.01
alt	2017.98811	20171227	1553	225.9	10.339	1.45	0.01
alt	2018.00716	20180103	1443	225	5.194	1.45	0.01
alt	2018.02651	20180110	1612	260.9	1.57	1.47	0.00
alt	2018.04560	20180117	1525	287.5	2.01	1.45	0.01
alt	2018.10597	20180208	1618	244.6	3.04	1.46	0.01
alt	2018.12227	20180214	1503	291.3	1.96	1.46	0.01
alt	2018.14427	20180222	1548	161.2	0.83	1.46	0.01
alt	2018.26203	20180406	1521	166.9	0.83	1.48	0.02
alt	2018.27556	20180411	1354	296.3	1.76	1.47	0.00
alt	2018.29501	20180418	1615	177.4	1.76	1.47	0.00
alt	2018.31675	20180426	1446	237.2	6.1	1.47	0.01
alt	2018.33318	20180502	1441	192.3	7.5	1.47	0.00
alt	2018.35239	20180509	1457	183.3	4.6	1.51	0.01
alt	2018.37729	20180518	1705	0.4	8.2	1.50	0.00
alt	2018.39084	20180523	1548	314.9	5.2	1.48	0.01
alt	2018.43226	20180607	1835	323.6	2.3	1.48	0.01
alt	2018.44843	20180613	1614	349.7	6.08	1.50	0.02
alt	2018.46737	20180620	1409	288.2	2.3	1.49	0.00
alt	2018.49243	20180629	1742	1.7	2.3	1.52	0.01
alt	2018.51134	20180706	1519	207.6	6.5	1.50	0.00
alt	2018.52494	20180711	1428	266.8	9.7	1.49	0.00
alt	2018.54426	20180718	1542	202	9.3	1.51	0.02
alt	2018.56053	20180724	1417	104.6	4.1	1.50	0.00
alt	2018.58831	20180803	1737	192.9	9.4	1.51	0.01
alt	2018.59891	20180807	1426	181	8.6	1.51	0.01
alt	2018.62351	20180816	1356	202	9.8	1.50	0.00
alt	2018.64869	20180825	1831	116.2	0.4	1.52	0.01
alt	2018.67900	20180905	2005	187.8	1.3	1.52	0.00
alt	2018.69761	20180912	1502	150.5	1.4	1.52	0.00
alt	2018.72234	20180921	1543	185.6	2	1.51	0.01
alt	2018.73590	20180926	1429	221.4	11.1	1.53	0.01
alt	2018.75519	20181003	1530	180	1.2	1.51	0.01
alt	2018.77433	20181010	1506	233.4	15.1	1.54	0.01
alt	2018.79382	20181017	1750	200.8	5.2	1.54	0.01
alt	2018.81544	20181025	1513	247.1	5.8	1.55	0.01
alt	2018.83198	20181031	1608	234.7	9.8	1.54	0.01
alt	2018.85155	20181107	1935	340.5	3.4	1.55	0.01
alt	2018.87042	20181114	1653	205.6	4	1.56	0.01
alt	2018.93076	20181206	1727	216.1	1.4	1.57	0.01
alt	2018.95249	20181214	1551	236.2	3.7	1.58	0.01
alt	2018.96937	20181220	1939	273.7	1.7	1.58	0.00
alt	2018.98534	20181226	1535	249.1	4.5	1.60	0.01
alt	2019.00446	20190102	1503	281.8	2	1.60	0.01
alt	2019.06208	20190123	1550	206	9.6	1.59	0.00
alt	2019.08126	20190130	1548	193	3	1.61	0.02
alt	2019.10053	20190206	1636	95.8	1.6	1.60	0.01
alt	2019.11965	20190213	1606	203.6	3.6	1.60	0.00
alt	2019.13884	20190220	1615	225.8	0.9	1.60	0.00
alt	2019.15793	20190227	1528	205.9	2.4	1.61	0.01
alt	2019.18010	20190307	1740	222.5	1.3	1.60	0.01
alt	2019.19638	20190313	1618	296.2	3.9	1.62	0.00
alt	2019.22094	20190322	1526	197.4	1.1	1.63	0.03
alt	2019.23742	20190328	1550	222.7	6.9	1.61	0.01
alt	2019.25677	20190404	1717	83.2	3.9	1.62	0.02
alt	2019.27301	20190410	1535	177.8	9.3	1.62	0.01
alt	2019.29761	20190419	1503	268.6	4.7	1.63	0.00
alt	2019.31403	20190425	1454	337.2	2.5	1.62	0.00
alt	2019.33367	20190502	1857	129.9	1.7	1.63	0.00
alt	2019.35523	20190510	1551	289	0.4	1.63	0.00
alt	2019.36909	20190515	1713	39.6	3.2	1.62	0.00
alt	2019.41276	20190531	1548	4.1	8.3	1.63	0.02
alt	2019.43183	20190607	1452	76.3	1.76	1.62	0.01
alt	2019.44591	20190612	1812	219.5	15.7	1.64	0.00
alt	2019.46737	20190620	1408	71.3	3.2	1.62	0.00
alt	2019.54105	20190717	1137	55.6	2.8	1.66	0.02
alt	2019.56605	20190726	1435	341.4	2.8	1.64	0.01
alt	2019.57966	20190731	1349	232.1	10	1.66	0.02
alt	2019.60163	20190808	1419	304.5	1.6	1.65	0.00
alt	2019.61851	20190814	1807	55.2	1.9	1.66	0.01
alt	2019.63733	20190821	1503	227.1	9.5	1.66	0.01
alt	2019.65634	20190828	1330	233.6	6.5	1.66	0.03
alt	2019.67818	20190905	1253	95.7	4.4	1.68	0.01
alt	2019.69496	20190911	1551	337.6	7.6	1.68	0.00
alt	2019.71409	20190918	1524	199.6	1.1	1.68	0.02
alt	2019.73323	20190925	1508	221.6	7.6	1.69	0.01
alt	2019.75824	20191004	1809	328.1	0.9	1.69	0.00
alt	2019.77163	20191009	1527	222.4	15.2	1.68	0.00
alt	2019.79083	20191016	1540	220.2	6.5	1.70	0.01
alt	2019.81000	20191023	1536	215.3	8.2	1.71	0.02
alt	2019.82909	20191030	1449	236.6	0.7	1.69	0.00
alt	2019.84831	20191106	1513	207.6	1.7	1.71	0.01
alt	2019.87302	20191115	1541	7.8	1	1.71	0.00
alt	2019.88689	20191120	1707	283	4.5	1.71	0.01
alt	2019.90886	20191128	1736	188.1	1.1	1.71	0.00
alt	2019.92782	20191205	1541	256.8	1.3	1.72	0.00
alt	2019.94436	20191211	1636	342.8	11.2	1.72	0.00
alt	2019.96340	20191218	1523	247.3	1.3	1.73	0.00
alt	2019.98297	20191225	1849	274.4	3.8	1.77	0.01
alt	2020.00723	20200103	1533	260	2.8	1.74	0.01
alt	2020.02641	20200110	1557	291.4	3.4	1.75	0.00
brw	2011.44875	20110613	1901	78	4	0.76	0.03
brw	2011.46804	20110620	2004	115	6	0.77	0.01
brw	2011.48713	20110627	1913	92	6	0.77	0.01
brw	2011.51440	20110707	1807	97	6	0.78	0.02
brw	2011.52291	20110710	2043	73	6	0.76	0.04
brw	2011.55949	20110724	0509	75	6	0.78	0.02
brw	2011.56705	20110726	2322	114	5	0.76	0.00
brw	2011.58304	20110801	1925	119	4	0.80	0.03
brw	2011.60551	20110810	0018	111	8	0.79	0.01
brw	2011.63242	20110819	2000	124	6	0.77	0.00
brw	2011.64368	20110823	2240	80	7	0.76	0.03
brw	2011.70069	20110913	1802	93	4	0.77	0.01
brw	2011.71714	20110919	1810	69	6	0.81	0.00
brw	2011.73687	20110926	2259	63	10	0.80	0.00
brw	2011.75833	20111004	1900	80	8	0.89	0.00
brw	2011.78299	20111013	1900	126	13.2	0.83	0.00
brw	2011.79420	20111017	2113	126	6.5	0.82	0.00
brw	2011.81874	20111026	2008	85	11	0.82	0.01
brw	2011.84289	20111104	1544	64	5.8	0.83	0.00
brw	2011.85213	20111108	0037	78	2.9	0.83	0.00
brw	2011.88178	20111118	2025	215	2.9	0.80	0.00
brw	2011.89318	20111123	0016	230	1.6	0.78	0.00
brw	2011.90913	20111128	2000	58	3.3	0.81	0.01
brw	2011.95830	20111216	1840	76	2.6	0.81	0.03
brw	2011.98901	20111227	2346	73	8.1	0.82	0.00
brw	2012.01097	20120105	0020	70	8.7	0.82	0.01
brw	2012.02948	20120111	1855	47	4.2	0.84	0.02
brw	2012.05419	20120120	2002	313	6.1	0.85	0.01
brw	2012.06516	20120124	2021	44	2.3	0.87	0.01
brw	2012.10888	20120209	2022	58	4	0.82	0.01
brw	2012.11989	20120213	2109	92	6.3	0.84	0.02
brw	2012.14170	20120221	2040	58	6.4	0.83	0.02
brw	2012.16628	20120301	2038	57	4.2	0.81	0.01
brw	2012.19627	20120312	2004	53	2.1	0.82	0.01
brw	2012.22064	20120321	1804	56	4.1	0.85	0.02
brw	2012.23442	20120326	1910	55	3.9	0.83	0.01
brw	2012.27269	20120409	1918	105	9.4	0.87	0.01
brw	2012.29441	20120417	1804	79	4.5	0.84	0.00
brw	2012.31092	20120423	1905	94	5.3	0.91	0.04
brw	2012.33541	20120502	1813	56	4.3	0.88	0.01
brw	2012.35226	20120508	2216	54	2	0.85	0.03
brw	2012.37922	20120518	1903	149	7.3	0.84	0.01
brw	2012.38743	20120521	1911	123	3.4	0.84	0.01
brw	2012.40931	20120529	1921	97	4.9	0.82	0.02
brw	2012.42567	20120604	1904	98	4.4	0.83	0.01
brw	2012.44480	20120611	1905	74	9.2	0.88	0.03
brw	2012.46381	20120618	1806	128	4.6	0.84	0.03
brw	2012.48891	20120627	2233	74	3	0.87	0.00
brw	2012.50284	20120703	0056	79	3.2	0.88	0.05
brw	2012.52043	20120709	1126	94	6.6	0.87	0.01
brw	2012.54908	20120719	2306	281	6.3	0.86	0.02
brw	2012.56505	20120725	1925	76	2.8	0.88	0.00
brw	2012.58417	20120801	1921	117	7.3	0.87	0.01
brw	2012.60872	20120810	1902	300	2.4	0.91	0.03
brw	2012.61693	20120813	1905	128	4.1	0.90	0.01
brw	2012.64440	20120823	2024	122	3.9	0.90	0.00
brw	2012.66374	20120830	2218	57	8.1	0.87	0.01
brw	2012.67430	20120903	1905	86	9.9	0.88	0.02
brw	2012.69385	20120910	2248	111	2.4	0.89	0.00
brw	2012.72074	20120920	1901	66	4.5	0.92	0.01
brw	2012.74261	20120928	1903	51	4.1	0.94	0.02
brw	2012.75890	20121004	1812	54	4.5	0.90	0.02
