site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	F227_	F227__sd
smo	2014.00548	20140102	2359	339	11.1	0.96	0.01
smo	2014.02517	20140110	0429	339	7	0.91	0.03
smo	2014.04103	20140115	2326	131	5.2	0.90	0.04
smo	2014.06310	20140124	0045	76	3.2	0.93	0.02
smo	2014.07990	20140130	0355	3	7.1	0.92	0.00
smo	2014.10132	20140206	2333	59	3.3	0.92	0.02
smo	2014.13741	20140220	0341	352	1.5	0.94	0.00
smo	2014.16201	20140301	0312	26	5.7	0.95	0.03
smo	2014.17568	20140306	0300	356	1.1	0.95	0.00
smo	2014.19474	20140313	0155	31	3.1	0.93	0.01
smo	2014.23812	20140328	2154	26	7.2	0.92	0.01
smo	2014.25200	20140402	2333	64	6.1	0.93	0.01
smo	2014.27099	20140409	2154	113	7.8	0.92	0.02
smo	2014.29597	20140419	0042	155	4.9	0.90	0.00
smo	2014.31541	20140426	0300	158	7.8	0.93	0.04
smo	2014.31710	20140426	1748	135	5.6	0.92	0.03
smo	2014.32902	20140501	0214	42	3.3	0.92	0.02
smo	2014.36744	20140515	0246	123	10.5	0.93	0.02
smo	2014.41131	20140531	0304	135	10.3	0.92	0.01
smo	2014.42783	20140606	0349	154	8.8	0.92	0.02
smo	2014.44427	20140612	0347	143	9.2	0.94	0.01
smo	2014.48777	20140628	0051	167	6.3	0.94	0.03
smo	2014.50948	20140705	2303	120	6.6	0.98	0.02
smo	2014.52929	20140713	0433	66	2.9	0.94	0.02
smo	2014.54264	20140718	0132	41	5.6	0.97	0.03
smo	2014.54275	20140718	0227	48	6	0.95	0.01
smo	2014.55608	20140722	2315	349	9.8	0.97	0.03
smo	2014.57813	20140731	0027	142	7.3	0.94	0.01
smo	2014.59419	20140805	2104	158	11.6	0.94	0.05
smo	2014.61351	20140812	2223	143	6.1	0.94	0.00
smo	2014.63502	20140820	1846	128	8.4	0.96	0.02
smo	2014.65467	20140827	2253	156	11.2	0.95	0.00
smo	2014.67084	20140902	2032	118	8.3	0.99	0.02
smo	2014.69302	20140910	2252	138	3.5	0.96	0.01
smo	2014.70631	20140915	1919	134	4.9	0.95	0.00
smo	2014.72548	20140922	1910	138	3.2	0.97	0.03
smo	2014.74541	20140930	0150	124	7	0.97	0.00
smo	2014.76393	20141006	2000	136	7.7	0.97	0.01
smo	2014.78324	20141013	2110	87	5.5	1.01	0.00
smo	2014.80778	20141022	2007	137	7.5	0.98	0.00
smo	2014.82704	20141029	2051	128	7.3	0.95	0.01
smo	2014.84067	20141103	2015	96	10.1	0.96	0.01
smo	2014.86029	20141111	0006	331	5.4	1.01	0.06
smo	2014.87899	20141117	1955	126	7.2	0.96	0.01
smo	2014.89819	20141124	2007	24	4.2	0.99	0.03
smo	2014.91764	20141201	2234	156	7	0.97	0.02
smo	2014.93944	20141209	2129	159	6.3	0.98	0.01
smo	2014.96675	20141219	2045	120	6	0.99	0.01
smo	2014.96687	20141219	2145	116	5.2	0.95	0.03
smo	2014.97499	20141222	2055	149	12.9	0.98	0.01
smo	2014.99998	20141231	2347	333	8.8	1.00	0.02
smo	2015.03546	20150113	2240	105	5.5	1.03	0.04
smo	2015.05155	20150119	1937	36	3.7	1.00	0.03
smo	2015.07132	20150127	0044	357	4.4	0.98	0.05
smo	2015.09020	20150202	2211	46	7.2	1.03	0.01
smo	2015.10980	20150210	0150	113	4.2	1.01	0.00
smo	2015.12834	20150216	2014	75	8.5	1.02	0.01
smo	2015.12844	20150216	2108	61	14.1	1.03	0.02
smo	2015.15334	20150225	2318	85	3.1	1.03	0.01
smo	2015.16694	20150302	2226	94	5.1	1.00	0.01
smo	2015.18638	20150310	0039	349	3.6	1.00	0.00
smo	2015.21087	20150318	2315	343	4	1.06	0.05
smo	2015.26011	20150405	2232	123	4.9	1.07	0.01
smo	2015.27939	20150412	2326	105	7.8	1.03	0.01
smo	2015.29825	20150419	2038	92	4.3	0.99	0.01
smo	2015.32312	20150428	2230	112	4	1.04	0.01
smo	2015.33705	20150504	0036	119	4.7	1.00	0.01
smo	2015.35860	20150511	2120	122	4.2	1.02	0.02
smo	2015.38626	20150521	2340	148	8.6	1.01	0.02
smo	2015.39962	20150526	2038	129	10.7	1.04	0.03
smo	2015.41389	20150601	0142	157	6.8	1.04	0.02
smo	2015.43525	20150608	2049	134	6	1.03	0.00
smo	2015.46586	20150620	0056	156	13.2	1.04	0.00
smo	2015.47371	20150622	2140	125	7.2	1.07	0.04
smo	2015.50100	20150702	2046	136	15.3	1.04	0.02
smo	2015.50945	20150705	2245	137	5	1.07	0.03
smo	2015.53924	20150716	1945	150	12	1.07	0.02
smo	2015.56188	20150725	0202	165	12.5	1.09	0.00
smo	2015.58087	20150801	0024	140	12.3	1.14	0.01
smo	2015.59971	20150807	2129	112	8	1.12	0.00
smo	2015.61905	20150814	2251	152	9.3	1.06	0.01
smo	2015.63582	20150821	0145	161	7	1.07	0.00
smo	2015.65793	20150829	0330	176	7.1	1.08	0.00
smo	2015.67695	20150905	0206	167	9.5	1.08	0.01
smo	2015.69619	20150912	0235	144	9.7	1.09	0.02
smo	2015.71494	20150918	2250	145	14.1	1.12	0.02
smo	2015.71509	20150919	0010	140	14.5	1.06	0.01
smo	2015.73799	20150927	0848	115	5.6	1.04	0.01
smo	2015.75319	20151002	2155	154	11.5	1.05	0.01
smo	2015.77241	20151009	2219	168	7.4	1.05	0.01
smo	2015.79201	20151017	0200	127	12.6	1.05	0.00
smo	2015.81326	20151024	2010	141	11.6	1.05	0.01
smo	2015.83030	20151031	0127	172	4	1.07	0.01
smo	2015.85009	20151107	0645	125	8.4	1.05	0.01
smo	2015.86864	20151114	0115	127	5.4	1.07	0.01
smo	2015.92635	20151205	0250	-99	-99	1.04	0.00
smo	2015.94504	20151211	2235	159	9.4	1.05	0.03
smo	2015.96173	20151218	0045	137	8	1.07	0.00
smo	2015.97548	20151223	0111	128	6.8	1.09	0.03
smo	2016.00021	20160101	0150	299	11.5	1.11	0.02
smo	2016.02198	20160109	0102	102	3.6	1.06	0.01
smo	2016.04121	20160116	0158	197	7	1.12	0.01
smo	2016.06022	20160123	0057	337	6.8	1.09	0.00
smo	2016.07943	20160130	0145	147	7.2	1.08	0.01
smo	2016.09609	20160205	0405	129	9.8	1.08	0.01
smo	2016.11746	20160212	2345	149	5.7	1.10	0.01
smo	2016.13657	20160219	2340	317	8.1	1.13	0.01
smo	2016.19399	20160311	2359	345	5	1.13	0.02
smo	2016.21037	20160317	2355	360	2.4	1.11	0.01
smo	2016.25102	20160401	2055	156	3.1	1.11	0.01
smo	2016.28646	20160414	2015	124	11.2	1.09	0.01
smo	2016.30883	20160423	0045	69	8.4	1.14	0.00
smo	2016.32756	20160429	2115	162	9	1.10	0.01
smo	2016.37175	20160516	0125	174	3.3	1.11	0.02
smo	2016.39896	20160526	0030	125	10.2	1.13	0.00
smo	2016.40151	20160526	2250	129	10.1	1.12	0.01
smo	2016.42913	20160606	0130	171	8	1.12	0.00
smo	2016.44237	20160610	2145	64	7.6	1.13	0.00
smo	2016.45888	20160616	2250	130	7.6	1.13	0.01
smo	2016.48700	20160627	0550	129	11.3	1.12	0.02
smo	2016.49957	20160701	2015	121	6.6	1.11	0.00
smo	2016.51671	20160708	0245	125	7.6	1.13	0.01
smo	2016.54086	20160716	2255	155	6.2	1.14	0.01
smo	2016.55175	20160720	2236	77	4.1	1.16	0.02
smo	2016.56827	20160726	2339	141	11.5	1.12	0.01
smo	2016.59561	20160805	2352	149	4.7	1.14	0.02
smo	2016.60391	20160809	0045	120	8.5	1.15	0.00
smo	2016.63441	20160820	0438	345	2.8	1.15	0.03
smo	2016.65298	20160826	2345	154	-99	1.13	0.01
smo	2016.67442	20160903	2004	183	-99	1.15	0.00
smo	2016.68342	20160907	0312	145	99	1.17	0.02
smo	2016.69933	20160912	2257	121	-99	1.15	0.03
smo	2016.71857	20160919	2357	122	-99	1.15	0.00
smo	2016.73814	20160927	0350	68	-99	1.17	0.01
smo	2016.75686	20161004	0015	38	-99	1.17	0.01
smo	2016.77848	20161011	2210	119	-99	1.17	0.00
smo	2016.79488	20161017	2211	134	-99	1.16	0.01
smo	2016.81703	20161026	0050	45	1.8	1.17	0.01
smo	2016.83632	20161102	0212	140	8.4	1.15	0.01
smo	2016.87709	20161117	0020	326	4.5	1.18	0.00
smo	2016.89341	20161122	2345	-99	-99	1.16	0.01
smo	2016.91254	20161129	2345	345	5.3	1.18	0.03
smo	2016.95956	20161217	0445	300	7.2	1.19	0.02
smo	2017.00578	20170103	0240	41	4.8	1.15	0.01
smo	2017.02764	20170111	0205	343	3.2	1.22	0.03
smo	2017.05504	20170121	0209	320	7	1.23	0.02
smo	2017.07136	20170127	0105	339	10.8	1.23	0.00
smo	2017.08251	20170131	0245	358	-99	1.20	0.00
smo	2017.10452	20170208	0335	353	-99	1.18	0.01
smo	2017.14200	20170221	1954	323	-99	1.27	0.01
smo	2017.14210	20170221	2050	323	-99	1.24	0.00
smo	2017.15633	20170227	0127	-99	-99	1.20	0.01
smo	2017.18145	20170308	0532	120	-99	1.22	0.01
smo	2017.19803	20170314	0646	100	-99	1.22	0.02
smo	2017.23611	20170328	0421	133	-99	1.20	0.02
smo	2017.25743	20170404	2307	330	-99	1.28	0.01
smo	2017.30463	20170422	0431	154	9	1.20	0.00
smo	2017.31507	20170426	0000	84	4.6	1.21	0.01
smo	2017.34215	20170505	2115	354	1.9	1.23	0.00
smo	2017.35057	20170508	2300	355	8.8	1.24	0.00
smo	2017.37378	20170517	1017	136	10.8	1.22	0.01
smo	2017.41889	20170602	2130	122	7.7	1.21	0.01
smo	2017.42759	20170606	0143	359	1.4	1.23	0.00
smo	2017.47669	20170623	2350	132	9.7	1.23	0.00
smo	2017.50687	20170705	0013	32	6.1	1.24	0.01
smo	2017.52869	20170712	2318	116	7.1	1.25	0.00
smo	2017.54831	20170720	0312	143	12.2	1.25	0.00
smo	2017.56452	20170726	0111	65	7	1.24	0.01
smo	2017.58901	20170803	2344	77	3.7	1.24	0.01
smo	2017.60853	20170811	0242	144	7.6	1.23	0.00
smo	2017.62208	20170816	0126	89	9.6	1.25	0.01
smo	2017.62218	20170816	0220	84	9.4	1.25	0.01
smo	2017.64076	20170822	2105	135	10.2	1.24	0.00
smo	2017.66037	20170830	0053	155	14.6	1.26	0.01
smo	2017.67974	20170906	0230	136	8.41	1.24	0.01
smo	2017.72304	20170921	2148	148	6.9	1.25	0.00
smo	2017.73696	20170926	2345	119	11.5	1.27	0.01
smo	2017.76156	20171005	2315	132	6.3	1.26	0.01
smo	2017.77545	20171011	0058	138	6.7	1.28	0.00
smo	2017.80261	20171020	2250	68	3.9	1.31	0.03
smo	2017.81099	20171024	0017	86	3.3	1.28	0.01
smo	2017.83004	20171030	2311	130	10.3	1.28	0.01
smo	2017.85522	20171109	0342	101	5.9	1.28	0.02
smo	2017.87676	20171117	0025	145	6.6	1.26	0.00
smo	2017.87680	20171117	0045	139	9.5	1.28	0.03
smo	2017.88780	20171121	0108	79	5	1.29	0.00
smo	2017.93695	20171208	2340	340	3	1.31	0.00
smo	2018.14526	20180223	0027	19.9	9.3	1.37	0.01
smo	2018.16458	20180302	0143	76	5.2	1.33	0.00
smo	2018.18388	20180309	0247	41.4	7	1.35	0.00
smo	2018.21380	20180320	0052	94.5	3.3	1.37	0.01
smo	2018.23882	20180329	0404	3.34	5.2	1.36	0.00
smo	2018.25780	20180405	0220	334.6	7.2	1.35	0.01
smo	2018.28211	20180413	2315	147.5	9.5	1.36	0.01
smo	2018.29357	20180418	0339	45	7	1.35	0.01
smo	2018.33971	20180504	2352	148.8	4.7	1.36	0.00
smo	2018.37796	20180518	2258	96.4	5.1	1.35	0.01
smo	2018.38929	20180523	0211	101.1	5.4	1.34	0.01
smo	2018.41632	20180601	2258	77.1	5.5	1.37	0.01
smo	2018.43306	20180608	0138	40	6.6	1.35	0.01
smo	2018.48250	20180626	0240	91	4.8	1.36	0.01
smo	2018.52070	20180710	0120	120	10	1.36	0.01
smo	2018.52081	20180710	0217	120	10	1.37	0.00
smo	2018.62724	20180817	2237	26.3	8.5	1.41	0.02
smo	2018.63569	20180821	0037	86.9	8.9	1.40	0.02
smo	2018.66289	20180830	2253	89	7.6	1.39	0.01
smo	2018.68240	20180907	0150	88	6	1.38	0.01
smo	2018.70402	20180914	2314	94.8	8.6	1.41	0.01
smo	2018.72057	20180921	0012	158.3	5.6	1.39	0.00
smo	2018.73181	20180925	0238	149.3	8.6	1.39	0.00
smo	2018.79209	20181017	0240	90	6	1.41	0.02
smo	2018.91531	20181201	0207	94.3	5.8	1.43	0.01
smo	2018.95376	20181215	0255	94.1	6.7	1.45	0.00
smo	2018.97239	20181221	2210	129.3	12.4	1.43	0.01
smo	2018.99166	20181228	2255	46.3	7.4	1.45	0.01
smo	2019.00874	20190104	0435	15.8	4.8	1.46	0.01
smo	2019.03022	20190112	0045	29.3	3.2	1.46	0.00
smo	2019.04942	20190119	0053	55.5	5.1	1.44	0.00
smo	2019.10670	20190208	2241	339.7	8.8	1.47	0.01
smo	2019.12341	20190215	0103	339.8	5.5	1.46	0.01
smo	2019.18090	20190308	0042	22.3	2.5	1.50	0.01
smo	2019.19733	20190314	0038	77	3	1.47	0.00
smo	2019.24417	20190331	0258	327	3.7	1.47	0.01
smo	2019.27959	20190413	0110	100	4.5	1.47	0.02
smo	2019.27974	20190413	0233	100	4.5	1.46	0.00
smo	2019.29613	20190419	0206	117.5	4.2	1.49	0.01
smo	2019.31745	20190426	2054	92.3	4	1.49	0.00
smo	2019.37533	20190517	2355	30.8	3.4	1.49	0.00
smo	2019.39168	20190523	2308	141.3	14.6	1.48	0.01
smo	2019.41366	20190531	2340	150.7	6.8	1.45	0.01
smo	2019.42444	20190604	2208	154.5	10.7	1.48	0.01
smo	2019.44964	20190614	0252	145.7	7.8	1.49	0.02
smo	2019.47125	20190622	0010	152.2	8	1.50	0.01
smo	2019.49027	20190628	2245	134.4	15.3	1.48	0.01
smo	2019.50969	20190706	0055	145.3	13.1	1.47	0.00
smo	2019.52620	20190712	0133	107.6	4.8	1.49	0.01
smo	2019.53971	20190716	2353	82.9	6.6	1.50	0.02
smo	2019.56459	20190726	0148	121.9	13.4	1.50	0.01
smo	2019.57806	20190730	2349	133	8.7	1.51	0.00
smo	2019.64119	20190823	0047	126.7	10.1	1.52	0.00
smo	2019.66040	20190830	0108	114.1	5.6	1.53	0.01
smo	2019.68240	20190907	0148	172.5	9.7	1.53	0.00
smo	2019.70138	20190914	0007	73.7	4.3	1.49	0.02
smo	2019.72087	20190921	0250	163.8	5.7	1.51	0.01
smo	2019.73967	20190927	2333	134.9	10.8	1.54	0.00
smo	2019.75895	20191005	0025	147	8.3	1.52	0.00
smo	2019.77568	20191012	0300	151.5	13.3	1.52	0.00
smo	2019.79463	20191018	0058	11.9	2.3	1.54	0.00
smo	2019.80864	20191023	0340	111.3	7.8	1.54	0.01
smo	2019.82748	20191030	0042	349	6.9	1.55	0.02
smo	2019.85747	20191109	2327	130	5.14	1.57	0.02
smo	2019.87402	20191116	0024	168.8	5.9	1.54	0.00
smo	2019.92361	20191204	0248	129.8	8.5	1.55	0.02
smo	2019.95058	20191213	2303	42.4	6.2	1.57	0.02
smo	2019.97010	20191221	0206	-99	-99	1.57	0.00
smo	2019.98917	20191228	0106	166	3.6	1.53	0.01
smo	2020.00565	20200103	0139	158.8	5.8	1.54	0.01
smo	2020.02754	20200111	0157	116.5	12.2	1.57	0.01
smo	2020.04652	20200118	0040	354.6	11.8	1.65	0.01
smo	2020.04665	20200118	0149	346.3	9.3	1.64	0.00
smo	2020.06290	20200124	0030	56.4	1.9	1.57	0.00
smo	2020.08479	20200201	0048	174.7	5.1	1.59	0.00
smo	2020.10368	20200207	2241	162.3	4.7	1.58	0.01
smo	2020.12336	20200215	0336	327.3	4.8	1.63	0.02
spo	2010.85247	20101108	0338	0	10.9	0.60	0.00
spo	2010.93478	20101208	0442	10	8.8	0.60	0.00
spo	2010.97846	20101224	0318	57	3.6	0.58	0.01
spo	2011.01959	20110108	0338	24	5.2	0.61	0.00
spo	2011.10723	20110209	0318	7	6.4	0.61	0.00
spo	2011.14819	20110224	0209	67	5.2	0.62	0.02
spo	2011.14829	20110224	0300	67	5.2	0.62	0.03
spo	2011.19144	20110311	2102	11	5.9	0.61	0.01
spo	2011.19174	20110311	2338	11	5.9	0.61	0.01
spo	2011.22714	20110324	2144	81	5.6	0.64	0.01
spo	2011.27150	20110410	0222	25	6.2	0.62	0.01
spo	2011.30968	20110424	0049	16	7.1	0.64	0.00
spo	2011.34818	20110508	0203	22	9.3	0.62	0.02
spo	2011.39209	20110524	0243	8	6.2	0.66	0.04
spo	2011.43808	20110609	2137	78	4	0.67	0.01
spo	2011.47809	20110624	1206	87	4.5	0.62	0.04
spo	2011.51562	20110708	0451	1	8	0.66	0.02
spo	2011.51572	20110708	0542	1	8	0.64	0.01
spo	2011.60321	20110809	0407	25	5	0.64	0.01
spo	2011.60341	20110809	0553	25	5	0.68	0.01
spo	2011.66040	20110830	0108	84	2.5	0.65	0.00
spo	2011.66057	20110830	0234	84	2.5	0.65	0.03
spo	2011.68530	20110908	0313	84	5.2	0.69	0.01
spo	2011.68539	20110908	0401	84	5.2	0.64	0.00
spo	2011.72894	20110924	0130	48	4.2	0.70	0.06
spo	2011.76735	20111008	0158	83	4.6	0.68	0.03
spo	2011.76744	20111008	0247	83	4.6	0.68	0.01
spo	2011.81148	20111024	0432	54	5.5	0.72	0.03
spo	2011.81157	20111024	0523	54	5.5	0.69	0.01
spo	2011.85244	20111108	0322	37	8.6	0.68	0.01
spo	2011.85253	20111108	0409	37	8.6	0.71	0.01
spo	2011.89817	20111124	2000	0	8.5	0.67	0.02
spo	2011.94830	20111213	0307	95	3.5	0.71	0.03
spo	2011.94853	20111213	0507	95	3.5	0.69	0.01
spo	2011.98376	20111226	0145	96	4.6	0.69	0.00
spo	2011.98383	20111226	0222	96	4.6	0.70	0.06
spo	2012.02237	20120109	0430	88	6	0.73	0.04
spo	2012.06067	20120123	0455	35	6.4	0.70	0.01
spo	2012.06127	20120123	1010	35	6.4	0.70	0.03
spo	2012.10154	20120207	0357	28	7.1	0.68	0.01
spo	2012.10172	20120207	0529	28	7.1	0.69	0.01
spo	2012.15320	20120226	0143	98	6.6	0.70	0.02
spo	2012.19192	20120311	0552	102	5.3	0.70	0.00
spo	2012.19206	20120311	0704	102	5.3	0.72	0.02
spo	2012.22713	20120324	0304	23	10	0.70	0.01
spo	2012.27345	20120410	0159	119	4.6	0.73	0.03
spo	2012.27363	20120410	0332	119	4.6	0.71	0.02
spo	2012.31189	20120424	0338	20	7.3	0.72	0.00
spo	2012.31341	20120424	1657	20	7.3	0.71	0.01
spo	2012.35002	20120508	0236	11	6.7	0.72	0.03
spo	2012.39918	20120526	0224	97	6.3	0.72	0.01
spo	2012.43498	20120608	0454	32	5.6	0.74	0.01
spo	2012.43508	20120608	0543	32	5.6	0.72	0.02
spo	2012.47834	20120624	0143	9	10.3	0.72	0.02
spo	2012.47851	20120624	0312	9	10.3	0.71	0.00
spo	2012.51791	20120708	1317	106	4.1	0.75	0.04
spo	2012.51798	20120708	1355	106	4.1	0.75	0.01
spo	2012.56819	20120726	2257	12	6.1	0.73	0.00
spo	2012.60176	20120808	0551	56	9.6	0.73	0.03
spo	2012.60185	20120808	0637	56	9.6	0.74	0.01
spo	2012.64504	20120824	0204	81	5.5	0.75	0.01
spo	2012.64517	20120824	0312	81	5.5	0.76	0.01
spo	2012.68718	20120908	1210	47	7.5	0.75	0.00
spo	2012.73025	20120924	0629	67	5	0.78	0.04
spo	2012.76802	20121008	0215	101	8.2	0.77	0.00
spo	2012.81155	20121024	0040	41	6.9	0.76	0.00
spo	2012.81164	20121024	0126	41	6.9	0.73	0.01
spo	2012.85272	20121108	0217	38	4.8	0.75	0.01
spo	2012.89644	20121124	0222	331	5.6	0.76	0.02
spo	2012.94013	20121210	0208	23	5.6	0.76	0.02
spo	2012.94025	20121210	0307	23	5.6	0.76	0.01
spo	2012.99169	20121228	2302	79	3.8	0.77	0.00
spo	2013.06822	20130125	2134	90	4.7	0.80	0.03
spo	2013.11523	20130212	0127	67	3.9	0.81	0.00
spo	2013.15049	20130224	2219	89	4	0.79	0.02
spo	2013.15067	20130224	2350	89	4	0.82	0.04
spo	2013.18092	20130308	0052	85	4.8	0.80	0.01
spo	2013.18107	20130308	0210	85	4.8	0.79	0.02
spo	2013.22771	20130325	0245	29	3.5	0.82	0.04
spo	2013.26590	20130408	0117	49	6.3	0.81	0.02
spo	2013.26599	20130408	0204	49	6.3	0.78	0.02
spo	2013.31003	20130424	0353	38	5.5	0.82	0.01
spo	2013.34835	20130508	0331	97	4.2	0.87	0.00
spo	2013.34852	20130508	0502	97	4.2	0.83	0.04
spo	2013.39324	20130524	1245	100	5.8	0.84	0.00
spo	2013.43297	20130608	0047	62	6	0.83	0.00
spo	2013.43307	20130608	0139	62	6	0.83	0.02
spo	2013.47703	20130624	0249	64	6.4	0.83	0.03
spo	2013.47704	20130624	0254	64	6.4	0.85	0.01
spo	2013.51532	20130708	0211	86	9	0.80	0.04
spo	2013.55935	20130724	0355	55	5.7	0.84	0.02
spo	2013.60236	20130808	2043	26	11.9	0.91	0.04
spo	2013.64919	20130825	2255	83	4.6	0.85	0.01
spo	2013.64929	20130825	2349	83	4.6	0.82	0.01
spo	2013.68515	20130908	0153	60	5.6	0.86	0.02
spo	2013.68525	20130908	0245	60	5.6	0.85	0.02
spo	2013.72927	20130924	0423	17	6.8	0.85	0.00
spo	2013.76719	20131008	0033	76	6	0.86	0.01
spo	2013.76982	20131008	2338	76	6	0.84	0.04
spo	2013.81122	20131024	0217	12	7.2	0.85	0.02
spo	2013.81132	20131024	0309	12	7.2	0.88	0.01
spo	2013.85222	20131108	0128	19	6.3	0.86	0.00
spo	2013.89626	20131124	0315	58	4.3	0.84	0.01
spo	2013.93549	20131208	1055	21	5.6	0.85	0.00
spo	2013.98347	20131225	2310	105	2.8	0.87	0.03
spo	2013.98367	20131226	0058	105	2.8	0.88	0.01
spo	2014.02146	20140108	1957	18	5.9	0.87	0.01
spo	2014.02163	20140108	2130	18	5.9	0.87	0.01
spo	2014.06325	20140124	0203	358	5.2	0.85	0.02
spo	2014.09898	20140206	0302	77	4.5	0.87	0.04
spo	2014.14807	20140224	0107	33	6.4	0.90	0.03
spo	2014.14821	20140224	0218	33	6.4	0.88	0.05
spo	2014.18139	20140308	0501	34	2.4	0.88	0.01
spo	2014.18153	20140308	0610	34	2.4	0.91	0.05
spo	2014.22485	20140324	0139	43	8.5	0.91	0.06
spo	2014.26594	20140408	0136	70	5.8	0.90	0.02
spo	2014.26610	20140408	0304	70	5.8	0.88	0.03
spo	2014.30984	20140424	0214	21	8.5	0.91	0.01
spo	2014.31001	20140424	0339	21	8.5	0.92	0.02
spo	2014.34843	20140508	0417	101	3.4	0.93	0.01
spo	2014.34857	20140508	0526	101	3.4	0.90	0.01
spo	2014.39212	20140524	0258	25	7.7	0.94	0.00
spo	2014.43311	20140608	0205	15	9.4	0.93	0.02
spo	2014.43325	20140608	0314	15	9.4	0.88	0.01
spo	2014.48254	20140626	0305	30	10.8	0.94	0.01
spo	2014.51764	20140708	2232	7	11.6	0.94	0.02
spo	2014.51779	20140708	2353	7	11.6	0.94	0.01
spo	2014.56165	20140725	0004	15	5.4	0.99	0.03
spo	2014.60021	20140808	0152	93	5.4	0.98	0.00
spo	2014.64405	20140824	0151	12	8.1	0.95	0.01
spo	2014.64419	20140824	0304	12	8.1	0.94	0.01
spo	2014.68519	20140908	0217	98	5.7	1.00	0.01
spo	2014.73144	20140924	2323	40	6.2	0.95	0.02
spo	2014.73157	20140925	0034	40	6.2	0.96	0.00
spo	2014.76764	20141008	0432	98	5.5	0.97	0.00
spo	2014.81119	20141024	0203	16	9.5	0.98	0.04
spo	2014.81131	20141024	0304	16	9.5	0.96	0.00
spo	2014.85501	20141109	0155	66	5.3	0.96	0.03
spo	2014.85518	20141109	0323	66	5.3	0.94	0.01
spo	2014.93485	20141208	0517	337	7.2	0.97	0.01
spo	2014.93517	20141208	0806	337	7.2	0.95	0.01
spo	2014.97851	20141224	0345	33	4.6	0.97	0.02
spo	2014.97866	20141224	0503	33	4.6	0.96	0.01
spo	2015.06073	20150123	0402	13	2.6	0.94	0.00
spo	2015.10458	20150208	0405	72	5.1	0.95	0.01
spo	2015.10470	20150208	0510	72	5.1	0.94	0.00
spo	2015.14842	20150224	0412	74	5.1	0.95	0.02
spo	2015.14861	20150224	0551	74	5.1	0.95	0.02
spo	2015.18383	20150309	0220	50	6.1	0.95	0.01
spo	2015.18397	20150309	0335	50	6.1	0.97	0.02
spo	2015.22512	20150324	0403	347	10.5	0.97	0.00
spo	2015.26628	20150408	0436	102	4.8	0.96	0.00
spo	2015.26651	20150408	0637	102	4.8	0.95	0.02
spo	2015.31002	20150424	0346	55	6.5	0.97	0.01
spo	2015.34862	20150508	0556	75	4.5	1.00	0.01
spo	2015.34880	20150508	0731	75	4.5	1.00	0.02
spo	2015.39243	20150524	0542	53	4.8	0.98	0.01
spo	2015.43367	20150608	0659	15	9.9	1.01	0.02
spo	2015.47718	20150624	0408	86	6	1.00	0.01
spo	2015.47737	20150624	0546	86	6	0.98	0.00
spo	2015.51563	20150708	0454	105	5.8	1.00	0.02
spo	2015.55957	20150724	0550	64	3.5	1.02	0.00
spo	2015.60072	20150808	0620	77	6.7	1.04	0.02
spo	2015.60092	20150808	0804	77	6.7	1.00	0.02
spo	2015.64461	20150824	0646	17	10.1	1.01	0.01
spo	2015.68542	20150908	0415	33	5.9	1.03	0.01
spo	2015.68556	20150908	0531	33	5.9	1.03	0.01
spo	2015.72934	20150924	0503	4	9.9	1.11	0.04
spo	2015.76752	20151008	0328	358	8	1.04	0.01
spo	2015.76771	20151008	0508	358	8	1.02	0.01
spo	2015.81146	20151024	0423	350	7.5	1.04	0.01
spo	2015.81164	20151024	0558	350	7.5	1.03	0.00
spo	2015.85227	20151108	0155	16	9.4	1.03	0.01
spo	2015.85242	20151108	0313	16	9.4	1.04	0.03
spo	2015.89630	20151124	0335	10	11.8	1.04	0.02
spo	2015.93671	20151208	2133	83	5.1	1.05	0.00
spo	2015.93688	20151208	2303	83	5.1	1.05	0.00
spo	2015.97835	20151224	0220	79	4	1.03	0.00
spo	2015.97846	20151224	0320	79	4	1.05	0.00
spo	2016.02431	20160109	2130	60	5.1	1.04	0.01
spo	2016.07060	20160126	2009	102	4.5	1.04	0.00
spo	2016.10690	20160209	0300	87	2.8	1.05	0.00
spo	2016.10736	20160209	0705	87	2.8	1.03	0.02
spo	2016.10892	20160209	2045	82	3.1	1.04	0.00
spo	2016.10896	20160209	2104	82	3.1	1.05	0.01
spo	2016.15042	20160225	0115	17	8.7	1.06	0.02
spo	2016.15189	20160225	1410	17	8.7	1.03	0.02
spo	2016.18329	20160308	0200	92	5.3	1.10	0.03
spo	2016.18341	20160308	0305	92	5.3	1.06	0.00
spo	2016.22932	20160324	2220	95	5.1	1.10	0.03
spo	2016.27312	20160409	2303	8	8.4	1.08	0.01
spo	2016.27324	20160410	0010	8	8.4	1.08	0.03
spo	2016.31416	20160424	2335	84	3.7	1.06	0.03
spo	2016.35224	20160508	2206	53	8.1	1.08	0.01
spo	2016.35235	20160508	2305	53	8.1	1.08	0.01
spo	2016.39598	20160524	2216	13	9.6	1.07	0.01
spo	2016.43419	20160607	2155	74	5.3	1.14	0.04
spo	2016.43434	20160607	2316	74	5.3	1.07	0.01
spo	2016.48063	20160624	2150	110	8.1	1.10	0.01
spo	2016.48075	20160624	2255	110	8.1	1.09	0.03
spo	2016.51880	20160708	2106	115	5.6	1.09	0.01
